,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
224,224,Francesc Arnau,Goalkeeper,25,FC Barcelona,LaLiga,Málaga CF,LaLiga,1,1.05,2.1,4
225,225,Bernt Haas,Right-Back,22,Grasshoppers,Super League Greece,Sunderland,Premier League,1,1.05,2.1,3
226,226,Pascal Ojigwe,Defensive Midfield,23,1. FC Köln,German Bundesliga,Bay. Leverkusen,German Bundesliga,1,1.05,2.1,2
227,227,Chris Makin,Left-Back,27,Sunderland,Premier League,Ipswich,Premier League,1,1.05,2.1,3
228,228,Frank Verlaat,Centre-Back,32,AFC Ajax,Eredivisie League(Nederland),Werder Bremen,German Bundesliga,1,1.05,2.1,3
229,229,Ashley Ward,Centre-Forward,29,Blackburn,Premier League,Bradford City,Premier League,1,1.05,2.1,1
230,230,David Healy,Centre-Forward,21,Man Utd,Premier League,Preston NE,Premier League,1,1.0,2.0,1
231,231,Georgi Peev,Right Midfield,21,Lok. Sofia,Bulgaria League,Dynamo Kyiv,Premier League,1,1.0,2.0,2
232,232,Hervé Tum,Centre-Forward,21,FC Sion,Super League Greece,FC Basel,Super League Greece,1,1.0,2.0,1
233,233,Goran Gavrancic,Centre-Back,22,Cukaricki,Serbian SuperLiga,Dynamo Kyiv,Premier League,1,1.0,2.0,3
234,234,Elvir Bolic,Centre-Forward,28,Fenerbahce,Turkish Super Lig,Rayo Vallecano,LaLiga,1,1.0,2.0,1
235,235,Aleksandr Panov,Centre-Forward,24,Zenit S-Pb,Premier League,Saint-Étienne,French Ligue 1,1,1.0,2.0,1
236,238,Slavisa Jokanovic,Defensive Midfield,32,Dep. La Coruña,LaLiga,Chelsea,Premier League,1,0.95,1.9,2
237,239,José Amavisca,Left Midfield,29,Racing,LaLiga,Dep. La Coruña,LaLiga,1,0.95,1.9,2
238,240,Ivica Banovic,Defensive Midfield,19,NK Zagreb,Croatian First Football League,Werder Bremen,German Bundesliga,1,0.95,1.9,2
239,241,Tommy Berntsen,Centre-Back,27,Lilleström SK,Eliteserien(Norway),E. Frankfurt,German Bundesliga,1,0.94,1.88,3
240,242,Patricio Camps,Forward,28,Vélez Sarsfield,Argentina,PAOK Saloniki,Super League Greece,1,0.925,1.85,1
242,244,Sergej Barbarez,Second Striker,28,Bor. Dortmund,German Bundesliga,Hamburger SV,German Bundesliga,1,0.9,1.8,1
243,245,Radek Bejbl,Defensive Midfield,27,Atlético Madrid,LaLiga2,Lens,French Ligue 1,1,0.9,1.8,2
244,246,Robin Nelisse,Centre-Forward,22,Feyenoord,Eredivisie League(Nederland),AZ Alkmaar,Eredivisie League(Nederland),1,0.9,1.8,1
245,247,Yago Yao,Centre-Back,21,Sporting Gijón,LaLiga2,Celta de Vigo,LaLiga,1,0.9,1.8,3
246,248,Zinédine Zidane,Attacking Midfield,29,Juventus,Italy Serie A,Real Madrid,LaLiga,2,38.75,77.5,2
247,249,Gianluigi Buffon,Goalkeeper,23,Parma,Italy Serie A,Juventus,Italy Serie A,2,26.44,52.88,4
248,250,Gaizka Mendieta,Right Midfield,27,Valencia CF,LaLiga,Lazio,Italy Serie A,2,24.0,48.0,2
249,251,Juan Sebastián Verón,Central Midfield,26,Lazio,Italy Serie A,Man Utd,Premier League,2,21.3,42.6,2
250,252,Rui Costa,Attacking Midfield,29,Fiorentina,Italy Serie A,AC Milan,Italy Serie A,2,21.0,42.0,2
251,253,Lilian Thuram,Centre-Back,29,Parma,Italy Serie A,Juventus,Italy Serie A,2,20.75,41.5,3
252,254,Pavel Nedved,Left Midfield,28,Lazio,Italy Serie A,Juventus,Italy Serie A,2,19.35,38.7,2
253,255,Filippo Inzaghi,Centre-Forward,27,Juventus,Italy Serie A,AC Milan,Italy Serie A,2,18.5,37.0,1
254,256,Javier Saviola,Second Striker,19,River Plate,Argentina,FC Barcelona,LaLiga,2,17.95,35.9,1
255,257,Ruud van Nistelrooy,Centre-Forward,25,PSV Eindhoven,Eredivisie League(Nederland),Man Utd,Premier League,2,14.25,28.5,1
256,258,Antonio Cassano,Second Striker,18,Bari,Italy Serie B,AS Roma,Italy Serie A,2,14.25,28.5,1
257,259,Hidetoshi Nakata,Attacking Midfield,24,AS Roma,Italy Serie A,Parma,Italy Serie A,2,14.2,28.4,2
258,260,Francesco Toldo,Goalkeeper,29,Fiorentina,Italy Serie A,Inter,Italy Serie A,2,13.25,26.5,4
259,261,Jaap Stam,Centre-Back,29,Man Utd,Premier League,Lazio,Italy Serie A,2,12.875,25.75,3
260,262,Márcio Amoroso,Centre-Forward,27,Parma,Italy Serie A,Bor. Dortmund,German Bundesliga,2,12.75,25.5,1
261,263,Stefano Fiore,Attacking Midfield,26,Udinese Calcio,Italy Serie A,Lazio,Italy Serie A,2,12.5,25.0,2
262,264,Marcelo Salas,Centre-Forward,26,Lazio,Italy Serie A,Juventus,Italy Serie A,2,12.5,25.0,1
263,265,Geovanni,Attacking Midfield,21,Cruzeiro,Brazil,FC Barcelona,LaLiga,2,10.5,21.0,2
264,266,Andrea Pirlo,Defensive Midfield,22,Inter,Italy Serie A,AC Milan,Italy Serie A,2,9.0,18.0,2
265,267,Sérgio Conceição,Right Winger,26,Parma,Italy Serie A,Inter,Italy Serie A,2,9.0,18.0,1
266,268,Robbie Keane,Centre-Forward,20,Inter,Italy Serie A,Leeds,Premier League,2,9.0,18.0,1
267,269,Sergio,Central Midfield,24,Espanyol,LaLiga,Dep. La Coruña,LaLiga,2,8.95,17.9,2
268,270,Steve Marlet,Centre-Forward,27,Olympique Lyon,French Ligue 1,Fulham,Premier League,2,8.8,17.6,1
269,271,Philippe Christanval,Centre-Back,22,Monaco,French Ligue 1,FC Barcelona,LaLiga,2,8.5,17.0,3
270,272,Evanilson,Right-Back,25,Bor. Dortmund,German Bundesliga,Parma,Italy Serie A,2,8.5,17.0,3
271,273,Robbie Fowler,Centre-Forward,26,Liverpool,Premier League,Leeds,Premier League,2,8.4,16.8,1
272,274,Frank Lampard,Central Midfield,23,West Ham,Premier League,Chelsea,Premier League,2,8.0,16.0,2
273,275,Javi Moreno,Centre-Forward,26,Alavés,LaLiga,AC Milan,Italy Serie A,2,8.0,16.0,1
274,276,Luca Toni,Centre-Forward,24,Vicenza,Italy Serie B,Brescia,Italy Serie A,2,7.75,15.5,1
275,277,Cristian Zenoni,Right-Back,24,AC Milan,Italy Serie A,Juventus,Italy Serie A,2,7.75,15.5,3
276,278,Darko Kovacevic,Centre-Forward,27,Juventus,Italy Serie A,Lazio,Italy Serie A,2,7.5,15.0,1
277,279,Michalis Konstantinou,Centre-Forward,23,Iraklis,Super League Greece,Panathinaikos,Super League Greece,2,7.5,15.0,1
278,280,Massimo Donati,Defensive Midfield,20,Atalanta,Italy Serie A,AC Milan,Italy Serie A,2,7.5,15.0,2
279,281,Laurent Robert,Left Winger,26,Paris SG,French Ligue 1,Newcastle,Premier League,2,7.165,14.33,1
280,282,Ivan Pelizzoli,Goalkeeper,20,Atalanta,Italy Serie A,AS Roma,Italy Serie A,2,7.0,14.0,4
281,283,Giovanni van Bronckhorst,Left-Back,26,Rangers,Scottish Premiership,Arsenal,Premier League,2,6.75,13.5,3
282,284,Adriano,Centre-Forward,19,Flamengo,Brazil,Inter,Italy Serie A,2,6.595,13.19,1
283,285,Mohamed Kallon,Centre-Forward,21,Vicenza,Italy Serie B,Inter,Italy Serie A,2,6.5,13.0,1
284,286,Goran Drulic,Centre-Forward,24,Red Star,Serbian SuperLiga,Real Zaragoza,LaLiga,2,6.5,13.0,1
285,287,Andy Cole,Centre-Forward,30,Man Utd,Premier League,Blackburn,Premier League,2,6.1,12.2,1
286,288,Dean Richards,Centre-Back,27,Southampton,Premier League,Spurs,Premier League,2,6.075,12.15,3
287,289,Simão,Left Winger,21,FC Barcelona,LaLiga,Benfica,Portuguese Liga,2,6.0,12.0,1
288,290,Éric Carrière,Attacking Midfield,28,FC Nantes,French Ligue 1,Olympique Lyon,French Ligue 1,2,6.0,12.0,2
289,291,Daniel Van Buyten,Centre-Back,23,Standard Liège,Jupiler Pro League(Belgium),Marseille,French Ligue 1,2,5.75,11.5,3
290,292,Seth Johnson,Central Midfield,22,Derby,Premier League,Leeds,Premier League,2,5.75,11.5,2
291,293,Emmanuel Petit,Defensive Midfield,30,FC Barcelona,LaLiga,Chelsea,Premier League,2,5.75,11.5,2
292,294,Juan Carlos Valerón,Attacking Midfield,26,Atlético Madrid,LaLiga2,Dep. La Coruña,LaLiga,2,5.5,11.0,2
293,295,Cristiano Zanetti,Defensive Midfield,24,AS Roma,Italy Serie A,Inter,Italy Serie A,2,5.5,11.0,2
294,296,Diego Forlán,Second Striker,22,Independiente,Argentina,Man Utd,Premier League,2,5.5,11.0,1
295,297,Mario Turdó,Centre-Forward,22,Celta de Vigo,LaLiga,Stade Rennais,French Ligue 1,2,5.41,10.82,1
296,298,Salva Ballesta,Centre-Forward,26,Atlético Madrid,LaLiga2,Valencia CF,LaLiga,2,5.4,10.8,1
297,299,Corrado Grabbi,Centre-Forward,25,Ternana,Italy Serie B,Blackburn,Premier League,2,5.35,10.7,1
298,300,Jan Koller,Centre-Forward,28,RSC Anderlecht,Jupiler Pro League(Belgium),Bor. Dortmund,German Bundesliga,2,5.25,10.5,1
299,301,Marco Materazzi,Centre-Back,27,Perugia,Italy Serie A,Inter,Italy Serie A,2,5.25,10.5,3
300,302,Edwin van der Sar,Goalkeeper,30,Juventus,Italy Serie A,Fulham,Premier League,2,5.15,10.3,4
301,303,Martin Djetou,Centre-Back,26,Monaco,French Ligue 1,Parma,Italy Serie A,2,4.875,9.75,3
302,304,Gareth Southgate,Centre-Back,30,Aston Villa,Premier League,Middlesbrough,Premier League,2,4.875,9.75,3
303,305,Michael Ball,Left-Back,21,Everton,Premier League,Rangers,Scottish Premiership,2,4.875,9.75,3
304,306,Hugo Leal,Central Midfield,21,Atlético Madrid,LaLiga2,Paris SG,French Ligue 1,2,4.75,9.5,2
305,307,William Gallas,Centre-Back,23,Marseille,French Ligue 1,Chelsea,Premier League,2,4.65,9.3,3
306,308,Martin Laursen,Centre-Back,23,Hellas Verona,Italy Serie A,Parma,Italy Serie A,2,4.65,9.3,3
307,309,Craig Bellamy,Left Winger,21,Coventry City,English League Championship,Newcastle,Premier League,2,4.5,9.0,1
308,310,John Hartson,Centre-Forward,26,Coventry City,English League Championship,Celtic,Scottish Premiership,2,4.5,9.0,1
309,311,Fábio Rochemback,Central Midfield,19,Internacional,Brazil,FC Barcelona,LaLiga,2,4.5,9.0,2
310,312,Lucas Bernardi,Central Midfield,23,Marseille,French Ligue 1,Monaco,French Ligue 1,2,4.5,9.0,2
311,313,Richard Wright,Goalkeeper,23,Ipswich,Premier League,Arsenal,Premier League,2,4.5,9.0,4
312,314,Péguy Luyindula,Centre-Forward,22,R. Strasbourg,Ligue 2,Olympique Lyon,French Ligue 1,2,4.4,8.8,1
313,315,Edú Gaspar,Central Midfield,23,Corinthians,Brazil,Arsenal,Premier League,2,4.375,8.75,2
314,316,Flavio Roma,Goalkeeper,27,Piacenza,Italy Serie A,Monaco,French Ligue 1,2,4.25,8.5,4
315,317,Jan Vennegoor of Hesselink,Centre-Forward,22,FC Twente,Eredivisie League(Nederland),PSV Eindhoven,Eredivisie League(Nederland),2,4.2,8.4,1
316,318,Tomás Repka,Centre-Back,27,Fiorentina,Italy Serie A,West Ham,Premier League,2,4.125,8.25,3
317,319,Chris Kirkland,Goalkeeper,20,Coventry City,English League Championship,Liverpool,Premier League,2,4.1,8.2,4
318,320,Claudio Pizarro,Centre-Forward,22,Werder Bremen,German Bundesliga,Bayern Munich ,German Bundesliga,2,4.1,8.2,1
319,321,Alex,Attacking Midfield,23,Cruzeiro,Brazil,Parma,Italy Serie A,2,4.0,8.0,2
320,322,Darko Kovacevic,Centre-Forward,28,Lazio,Italy Serie A,Real Sociedad,LaLiga,2,4.0,8.0,1
321,323,Boudewijn Zenden,Left Winger,24,FC Barcelona,LaLiga,Chelsea,Premier League,2,4.0,8.0,1
322,324,Patrik Andersson,Centre-Back,29,Bayern Munich ,German Bundesliga,FC Barcelona,LaLiga,2,4.0,8.0,3
323,325,Bosko Balaban,Centre-Forward,22,Dinamo Zagreb,Croatian First Football League,Aston Villa,Premier League,2,3.9,7.8,1
324,326,Hugo Ibarra,Right-Back,27,Boca Juniors,Argentina,FC Porto,Portuguese Liga,2,3.9,7.8,3
325,327,Zlatan Ibrahimovic,Centre-Forward,19,Malmö FF,Sweden League,AFC Ajax,Eredivisie League(Nederland),2,3.9,7.8,1
326,328,Jermaine Jenas,Central Midfield,18,Nottm Forest,English League Championship,Newcastle,Premier League,2,3.75,7.5,2
327,329,Fernando Meira,Centre-Back,23,Benfica,Portuguese Liga,VfB Stuttgart,German Bundesliga,2,3.75,7.5,3
328,330,Jason Euell,Second Striker,24,MK Dons,English League Championship,Charlton,Premier League,2,3.75,7.5,1
329,331,Giuliano Giannichedda,Defensive Midfield,26,Udinese Calcio,Italy Serie A,Lazio,Italy Serie A,2,3.75,7.5,2
330,332,Robert Kovac,Centre-Back,27,Bay. Leverkusen,German Bundesliga,Bayern Munich ,German Bundesliga,2,3.75,7.5,3
331,333,Jon Macken,Centre-Forward,24,Preston NE,English League Championship,Man City,English League Championship,2,3.75,7.5,1
332,334,Frédéric Née,Centre-Forward,26,SC Bastia,French Ligue 1,Olympique Lyon,French Ligue 1,2,3.75,7.5,1
333,335,Don Hutchison,Attacking Midfield,30,Sunderland,Premier League,West Ham,Premier League,2,3.75,7.5,2
334,336,Lee Hughes,Centre-Forward,25,West Brom,English League Championship,Coventry City,English League Championship,2,3.75,7.5,1
335,337,Peter Crouch,Centre-Forward,21,Portsmouth,English League Championship,Aston Villa,Premier League,2,3.75,7.5,1
336,338,Jerzy Dudek,Goalkeeper,28,Feyenoord,Eredivisie League(Nederland),Liverpool,Premier League,2,3.7,7.4,4
337,339,Ewerthon,Centre-Forward,20,Corinthians,Brazil,Bor. Dortmund,German Bundesliga,2,3.55,7.1,1
338,340,Marcelinho Paraíba,Attacking Midfield,26,Grêmio,Brazil,Hertha BSC,German Bundesliga,2,3.5,7.0,2
339,341,Javier Chevantón,Centre-Forward,20,Danubio FC,Uruguayan Primera Division,Lecce,Italy Serie A,2,3.5,7.0,1
340,342,Cosmin Contra,Right-Back,25,Alavés,LaLiga,AC Milan,Italy Serie A,2,3.5,7.0,3
341,343,Camel Meriem,Attacking Midfield,22,FC Sochaux,French Ligue 1,G. Bordeaux,French Ligue 1,2,3.5,7.0,2
342,344,Jesper Blomqvist,Left Midfield,27,Man Utd,Premier League,Everton,Premier League,2,3.5,7.0,2
343,345,Nelson Vivas,Right-Back,31,Arsenal,Premier League,Inter,Italy Serie A,2,3.5,7.0,3
344,346,Milan Baros,Centre-Forward,20,Banik Ostrava,Czech First League,Liverpool,Premier League,2,3.5,7.0,1
345,347,Olof Mellberg,Centre-Back,23,Racing,LaLiga2,Aston Villa,Premier League,2,3.4,6.8,3
347,349,Tomasz Radzinski,Centre-Forward,27,RSC Anderlecht,Jupiler Pro League(Belgium),Everton,Premier League,2,3.375,6.75,1
348,350,Claudio Reyna,Central Midfield,28,Rangers,Scottish Premiership,Sunderland,Premier League,2,3.35,6.7,2
349,351,Steed Malbranque,Central Midfield,21,Olympique Lyon,French Ligue 1,Fulham,Premier League,2,3.3,6.6,2
350,352,Christian Ziege,Left Midfield,29,Liverpool,Premier League,Spurs,Premier League,2,3.25,6.5,2
351,353,Joan Capdevila,Left-Back,23,Atlético Madrid,LaLiga2,Dep. La Coruña,LaLiga,2,3.2,6.4,3
352,354,Matteo Sereni,Goalkeeper,26,Sampdoria,Italy Serie B,Ipswich,Premier League,2,3.125,6.25,4
353,355,Bart Goor,Left Midfield,28,RSC Anderlecht,Jupiler Pro League(Belgium),Hertha BSC,German Bundesliga,2,3.125,6.25,2
354,356,John Arne Riise,Left-Back,20,Monaco,French Ligue 1,Liverpool,Premier League,2,3.05,6.1,3
355,357,Alex,Attacking Midfield,24,Parma,Italy Serie A,Cruzeiro,Brazil,2,3.0,6.0,2
356,358,Luke Young,Right-Back,21,Spurs,Premier League,Charlton,Premier League,2,3.0,6.0,3
357,359,Rory Delap,Central Midfield,25,Derby,Premier League,Southampton,Premier League,2,3.0,6.0,2
358,360,Goran Bunjevcevic,Centre-Back,28,Red Star,Serbian SuperLiga,Spurs,Premier League,2,3.0,6.0,3
359,361,Antonio Guayre,Right Winger,21,UD Las Palmas,LaLiga,Villarreal CF,LaLiga,2,3.0,6.0,1
360,362,Gonzalo Sorondo,Centre-Back,21,Defensor,Uruguayan Primera Division,Inter,Italy Serie A,2,3.0,6.0,3
361,363,Zoltan Sebescen,Right-Back,25,VfL Wolfsburg,German Bundesliga,Bay. Leverkusen,German Bundesliga,2,3.0,6.0,3
362,364,Lamberto Zauli,Attacking Midfield,30,Vicenza,Italy Serie B,Bologna,Italy Serie A,2,3.0,6.0,2
363,365,Agustín Delgado,Centre-Forward,27,Necaxa,Mexican League,Southampton,Premier League,2,2.875,5.75,1
364,366,Joey Gudjónsson,Central Midfield,21,RKC Waalwijk,Eredivisie League(Nederland),Real Betis,LaLiga,2,2.815,5.63,2
365,367,Bernardo Romeo,Centre-Forward,24,San Lorenzo,Argentina,Hamburger SV,German Bundesliga,2,2.81,5.62,1
366,368,Paulo Wanchope,Centre-Forward,24,West Ham,Premier League,Man City,English League Championship,2,2.8,5.6,1
367,369,Didier Domi,Left-Back,23,Newcastle,Premier League,Paris SG,French Ligue 1,2,2.79,5.58,3
368,370,Niko Kovac,Defensive Midfield,29,Hamburger SV,German Bundesliga,Bayern Munich ,German Bundesliga,2,2.75,5.5,2
369,371,Shinji Ono,Attacking Midfield,21,Urawa Reds,Japanese League,Feyenoord,Eredivisie League(Nederland),2,2.75,5.5,2
370,372,Marius Niculae,Centre-Forward,20,Dinamo Bukarest,Romania League,Sporting CP,Portuguese Liga,2,2.65,5.3,1
371,373,Sylvain Legwinski,Left Midfield,28,G. Bordeaux,French Ligue 1,Fulham,Premier League,2,2.625,5.25,2
372,374,Jon Harley,Left-Back,21,Chelsea,Premier League,Fulham,Premier League,2,2.625,5.25,3
373,375,Nicolás Medina,Defensive Midfield,19,Argentinos,Argentina,Sunderland,Premier League,2,2.625,5.25,2
374,376,Ronaldinho,Attacking Midfield,21,Grêmio,Brazil,Paris SG,French Ligue 1,2,2.55,5.1,2
375,377,Victor Agali,Centre-Forward,22,Hansa Rostock,German Bundesliga,FC Schalke 04,German Bundesliga,2,2.55,5.1,1
376,378,Nihat Kahveci,Centre-Forward,22,Besiktas,Turkish Super Lig,Real Sociedad,LaLiga,2,2.5,5.0,1
377,379,César,Left Midfield,26,São Caetano,Brazil,Lazio,Italy Serie A,2,2.5,5.0,2
378,380,Christian Panucci,Right-Back,28,Inter,Italy Serie A,AS Roma,Italy Serie A,2,2.5,5.0,3
379,381,Ezequiel González,Attacking Midfield,20,CA Rosario,Argentina,Fiorentina,Italy Serie A,2,2.5,5.0,2
380,382,Mantorras,Centre-Forward,19,Alverca,Portuguese Liga,Benfica,Portuguese Liga,2,2.5,5.0,1
381,383,Eduardo Costa,Defensive Midfield,18,Grêmio,Brazil,G. Bordeaux,French Ligue 1,2,2.5,5.0,2
382,384,Ümit Davala,Right Midfield,28,Galatasaray,Turkish Super Lig,AC Milan,Italy Serie A,2,2.5,5.0,2
383,385,Sander Westerveld,Goalkeeper,27,Liverpool,Premier League,Real Sociedad,LaLiga,2,2.5,5.0,4
384,386,Lilian Laslandes,Centre-Forward,29,G. Bordeaux,French Ligue 1,Sunderland,Premier League,2,2.5,5.0,1
385,387,João Tomás,Centre-Forward,26,Benfica,Portuguese Liga,Real Betis,LaLiga,2,2.5,5.0,1
386,388,Delfim,Central Midfield,24,Sporting CP,Portuguese Liga,Marseille,French Ligue 1,2,2.5,5.0,2
387,389,Jörg Albertz,Left Midfield,30,Rangers,Scottish Premiership,Hamburger SV,German Bundesliga,2,2.5,5.0,2
388,390,David James,Goalkeeper,30,Aston Villa,Premier League,West Ham,Premier League,2,2.4,4.8,4
389,391,Aníbal Matellán,Centre-Back,24,Boca Juniors,Argentina,FC Schalke 04,German Bundesliga,2,2.4,4.8,3
390,392,Jérôme Rothen,Left Midfield,23,Troyes,French Ligue 1,Monaco,French Ligue 1,2,2.25,4.5,2
391,393,Shota Arveladze,Centre-Forward,28,AFC Ajax,Eredivisie League(Nederland),Rangers,Scottish Premiership,2,2.25,4.5,1
392,394,Marcus Bent,Centre-Forward,23,Blackburn,Premier League,Ipswich,Premier League,2,2.25,4.5,1
393,395,Jardel,Centre-Forward,27,Galatasaray,Turkish Super Lig,Sporting CP,Portuguese Liga,2,2.25,4.5,1
394,396,Patrick M'Boma,Centre-Forward,31,Parma,Italy Serie A,Sunderland,Premier League,2,2.25,4.5,1
395,397,Matthew Jones,Central Midfield,20,Leeds,Premier League,Leicester,Premier League,2,2.25,4.5,2
396,398,James Scowcroft,Centre-Forward,25,Ipswich,Premier League,Leicester,Premier League,2,2.25,4.5,1
397,399,Kenny Miller,Centre-Forward,22,Rangers,Scottish Premiership,Wolves,English League Championship,2,2.25,4.5,1
398,400,Jacek Bak,Centre-Back,28,Olympique Lyon,French Ligue 1,Lens,French Ligue 1,2,2.15,4.3,3
399,401,Mido,Centre-Forward,18,KAA Gent,Jupiler Pro League(Belgium),AFC Ajax,Eredivisie League(Nederland),2,2.1,4.2,1
400,402,Pablo Contreras,Centre-Back,22,Monaco,French Ligue 1,Celta de Vigo,LaLiga,2,2.1,4.2,3
401,403,Finidi George,Right Winger,30,RCD Mallorca,LaLiga,Ipswich,Premier League,2,2.1,4.2,1
402,404,François Grenet,Right-Back,26,G. Bordeaux,French Ligue 1,Derby,Premier League,2,2.095,4.19,3
403,405,Lincoln,Attacking Midfield,22,Atlético-MG,Brazil,1.FC K'lautern,German Bundesliga,2,2.0,4.0,2
404,406,Brahim Hemdani,Defensive Midfield,23,R. Strasbourg,Ligue 2,Marseille,French Ligue 1,2,2.0,4.0,2
405,407,Mustapha Hadji,Attacking Midfield,29,Coventry City,English League Championship,Aston Villa,Premier League,2,2.0,4.0,2
406,408,Alberto Gilardino,Centre-Forward,19,Piacenza,Italy Serie A,Hellas Verona,Italy Serie A,2,1.935,3.87,1
407,409,Mario Yepes,Centre-Back,25,River Plate,Argentina,FC Nantes,French Ligue 1,2,1.9,3.8,3
408,410,Sylvinho,Left-Back,27,Arsenal,Premier League,Celta de Vigo,LaLiga,2,1.9,3.8,3
409,411,John de Jong,Attacking Midfield,24,FC Utrecht,Eredivisie League(Nederland),PSV Eindhoven,Eredivisie League(Nederland),2,1.9,3.8,2
410,412,Toifilou Maoulida,Centre-Forward,22,Montpellier,French Ligue 1,Stade Rennais,French Ligue 1,2,1.9,3.8,1
411,413,Tobias Linderoth,Defensive Midfield,22,Stabaek IF,Eliteserien(Norway),Everton,Premier League,2,1.875,3.75,2
412,414,Ilhan Mansiz,Centre-Forward,26,Samsunspor,Turkish Super Lig,Besiktas,Turkish Super Lig,2,1.875,3.75,1
413,415,Ian Walker,Goalkeeper,29,Spurs,Premier League,Leicester,Premier League,2,1.875,3.75,4
414,416,Gabriel Heinze,Centre-Back,23,Real Valladolid,LaLiga,Paris SG,French Ligue 1,2,1.75,3.5,3
415,417,Maxwell,Left-Back,19,Cruzeiro,Brazil,AFC Ajax,Eredivisie League(Nederland),2,1.75,3.5,3
417,419,Yksel Osmanovski,Left Midfield,24,Bari,Italy Serie B,Torino,Italy Serie A,2,1.75,3.5,2
418,420,Jorge Bermúdez,Centre-Back,30,Boca Juniors,Argentina,Olympiacos,Super League Greece,2,1.75,3.5,3
419,421,Gustavo Poyet,Attacking Midfield,33,Chelsea,Premier League,Spurs,Premier League,2,1.7,3.4,2
420,422,Abdeslam Ouaddou,Centre-Back,22,AS Nancy,Ligue 2,Fulham,Premier League,2,1.65,3.3,3
421,423,Stelios Venetidis,Left-Back,24,PAOK Saloniki,Super League Greece,Olympiacos,Super League Greece,2,1.65,3.3,3
422,424,Jihai Sun,Centre-Back,24,DL Shide,China League,Man City,English League Championship,2,1.63,3.26,3
424,426,Yildiray Bastürk,Attacking Midfield,22,VfL Bochum,German Bundesliga 2,Bay. Leverkusen,German Bundesliga,2,1.625,3.25,2
425,427,Sebastian Kehl,Defensive Midfield,21,SC Freiburg,German Bundesliga,Bor. Dortmund,German Bundesliga,2,1.6,3.2,2
426,428,Olivier Monterrubio,Left Midfield,24,FC Nantes,French Ligue 1,Stade Rennais,French Ligue 1,2,1.5,3.0,2
427,429,Diego Klimowicz,Centre-Forward,27,Lanús,Argentina,VfL Wolfsburg,German Bundesliga,2,1.5,3.0,1
428,430,Christian Giménez,Centre-Forward,26,FC Lugano,Super League Greece,FC Basel,Super League Greece,2,1.5,3.0,1
429,431,Ahmed Hassan,Attacking Midfield,26,Denizlispor,Turkish Super Lig,Genclerbirligi,Turkish Super Lig,2,1.5,3.0,2
430,432,Olivier Sorlin,Defensive Midfield,22,Montpellier,French Ligue 1,Stade Rennais,French Ligue 1,2,1.5,3.0,2
431,433,Rolan Gusev,Right Midfield,24,Dinamo Moscow,Premier League,CSKA Moscow,Premier League,2,1.5,3.0,2
432,434,Nils-Eric Johansson,Left-Back,21,1.FC Nuremberg,German Bundesliga,Blackburn,Premier League,2,1.5,3.0,3
433,435,Mark Kennedy,Left-Back,25,Man City,English League Championship,Wolves,English League Championship,2,1.5,3.0,3
434,436,Christian Nerlinger,Defensive Midfield,28,Bor. Dortmund,German Bundesliga,Rangers,Scottish Premiership,2,1.5,3.0,2
435,437,Hakan Ünsal,Left-Back,28,Galatasaray,Turkish Super Lig,Blackburn,Premier League,2,1.5,3.0,3
436,438,Christian Karembeu,Defensive Midfield,30,Middlesbrough,Premier League,Olympiacos,Super League Greece,2,1.5,3.0,2
437,439,Alberto Fontana,Goalkeeper,34,SSC Napoli,Italy Serie B,Inter,Italy Serie A,2,1.5,3.0,4
